code,course_name,programme_title,faculty,programme_url,track_from_label,year_num,period,ects,course_level,course_coordinator,teaching_method,course_programmes,course_paragraphs_json
E_HP1_BC,Bubbles and Crashes,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Honours programme,,5.0,6,300,dr. F.C. Corell,Lecture,"Hide full list (6); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration; Philosophy, Politics and Economics","[""Course Objective\nThe goal of the course is to introduce you to economic perspectives on financial asset bubbles and crashes (Bridging Theory and Practice - Knowledge & Application). Additional goals are the development of your discussion skills, presenting an writing in English, and critical thinking (Academic and Research Skills)."", ""Course Content\nThe history of financial markets is littered with asset price booms and subsequent busts. In this course, we will explore the underlying drivers of asset price bubbles, examining the psychological and economic factors that contribute to their formation. By analyzing historical and contemporary examples, we will identify common characteristics and patterns that all asset bubbles share. Additionally, the course will address the critical question of how policymakers can respond to these phenomena. We will evaluate various policy responses aimed at preventing, mitigating, and managing the impacts of bubbles and crashes on the economy."", ""Additional Information Teaching Methods\nThe course is structured as a combination of lectures and discussion sessions, for which students have to prepare in advance. In three group assignments, students will engage with historical crashes, policy measures that mitigate the effects of such crashes, and potential future bubbles and crashes. Additionally, three individual assignments will test students' learning progress throughout the course."", ""Method of Assessment\nThe final grade is calculated as a weighted average, with group assignments contributing 70% and individual assignments contributing 30% to the overall result."", ""Literature\nRelevant literature (links) is provided both in the reading list and as on-slide references."", ""Additional Information Target Audience\nThe intended audience is second and third-year students of Economics and Business Economics, (International) Business Administration, Econometrics or PPE."", ""Custom Course Registration\nSBE rules and dates apply for this SBE HP course. Registration via VU.nl"", ""Recommended background knowledge\nRudimentary knowledge of Finance is recommended, for example, having followed Finance I.""]"
E_HP2_RASS,Research Assistantship Honours Course,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,SBE Honours Courses,,,6,300,dr. H.E.D. Houba,,"Hide full list (6); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration; Philosophy, Politics and Economics","[""Course Objective\nThe primary purpose of the Research Assistantship (RA) is to gain first-hand research experience and enhance students’ research skills. It entails a tutored research project at one of the research groups at SBE, which may be part of a larger research project/program of the group in which the student participates or may be set up as a separate project specifically for the RA-ship."", ""Course Content\nSBE HP students can choose to substitute their elective course for a high-quality RA, preferably in their third bachelor year. It entails a tutored research project at one of the research groups at SBE, which may be part of a larger research project/program of the group in which the student participates or may be set up as a separate project specifically for the RA-ship. Two general formats can be chosen to set up the RA-ship:\nas an independent component of the honours program (6 credits),\na study combined with the BSc thesis, which allows to develop a research project of larger scale and/or scope (12 + 6 credits). The output of the RA must be identifiable (as a separate section or appendix) and is graded separately from the thesis.\nThe RA allows students to build on their skills developed during the programme and, if combined with the BSc thesis, to extend this into a more complete research experience.\nResearch should be considered in a broad sense, and can involve different stages of research and different research methods. Although typically the RA will include an empirical research component, it may also involve extended literature research. Naturally, this should be reflected in the project design. The form of the RA that is chosen is an important determinant of the expected output and criteria used for evaluation of the process and output. Option 2 seems the ideal way to combine the regular BSc thesis work with a more in-depth empirical study than is usually the case for the thesis.\nIn case of option 1 described above, expectations about output of the project need to be in line with the credits (6 EC) that are available for the RA-ship. When option 2 is chosen, the output of the RA can be integrated into the BSc thesis, which results in a significant increase in expected output. However, the output of the RA must be identifiable (f.e. a separate section or appendix) and is graded separately from the thesis. Note that the scope of the RA-ship, expected output and evaluation should be proportional with the weights of the two components in the programme (i.e. 6 + 12 EC).\nKey for the evaluation of the RA is the provision of an independent piece of research output either in the form of a research paper, or an identifiable part of the thesis (f.e. an extra chapter or appendix). The quality of the paper should be such that it can be graded and preferably be submitted to an academic conference or perhaps even to an academic journal. This paper can be complemented with other relevant project output as part of the evaluation such as databases, measurement instruments and a reference list. These elements may also be part of the evaluation and grading of the project. Evaluation of the RA is context dependent, since this depends on the nature of the research and the tasks conducted by the RA.\nGeneral guidelines for evaluation and grading can, however, be provided and include the following aspects:\nQuality, originality and relevance of the research question (or of extensions/refinement of existing questions developed by the student);\nTheory development;\nExtent and quality of data collection and analysis;\nDescription of findings and results;\nDevelopment and discussion of inferences and conclusions;\nIndependence (e.g. in formulating/developing/extending research questions, theory development, data collection and analysis and drawing of inferences);\nOverall quality of the research report (quality of writing, appearance etc.).\nNot all elements may be equally important for each RA-ship, and weights should be determined in accordance with the nature of the project. When the RA is combined with the bachelor thesis, supervisors are recommended to take these criteria in conjunction with the evaluation checklist for the thesis. In this case, the thesis and RA can be evaluated and graded as if they are one study component, even though this grade will be registered separately for the two components.\nThe possibility to engage in an RA and to gain hands-on experience in conducting research is dependent on the availability of qualified researchers and projects within the different research groups. Interested honours students are advised to actively explore possibilities through their contacts with School members in the BSc and honours programme, and with their mentor in the honours programme. Research projects will usually be formulated close to ongoing research projects at the department or research group, and depending on students’ interests, they can apply at the appropriate research group and supervisor.\nResearch-assistantships can start any time during the academic year, although students are recommended to engage in an RA after, and not before having completed their advanced methods course in the bachelor program. Entry level requirement may also be set for specific projects, which require certain quantitative or qualitative research skills. Typically, the second half of the last year in the honours programme may fit best when combining this with the BSc thesis.\nStudents engaging in an RA are required to notify the programme coordinator up-front, and send a project proposal for approval to honoursprogramma.sbe@vu.nl.\nThis proposal, developed jointly with the prospective supervisor, should include:\n1. Research problem;\n2. Research question(s);\n3. Research design;\n4. Relevance;\n5. Structure of the research paper;\n6. Planning."", ""Additional Information Teaching Methods\nConducting an independent research project under individual supervision."", ""Method of Assessment\nGrading of the research paper and/or other research output by the supervisor."", ""Literature\nTo be decided by the supervisor."", ""Custom Course Registration\nStudents who want to pursue a Research Assistantschip are required to notify the programme coordinator up-front, and send a project proposal for approval to honoursprogramma.sbe@vu.nl.""]"
E_HP1_CPCS,Contemporary Perspectives in Corporate Strategy,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,SBE Honours Courses,,4.0,6,300,dr. S.J. Ellis,Lecture,"Hide full list (6); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration; Philosophy, Politics and Economics","[""Course Objective\nUnderstanding strategy is an important part of the business acumen for every educated manager. The overarching objective of this course is to develop your understanding of strategy and strategic management. You will engage with the course material through extensive in-class discussions, and team-based analyses of a major public corporation.\nAfter successfully completing this course, you will:\nunderstand the different theoretical perspectives that have informed strategy research (Bridging Theory and Practice - Knowledge)\ndevelop competencies in the critical application of AI-generated material (Academic and Research Skills)\nbe able to communicate effectively their own informed ideas regarding the focus and purpose of corporate strategy (Academic and Research Skills)\ngain confidence in using evidence-based theoretical reasoning to evaluate a modern public corporation (Bridging Theory and Practice - Knowledge & Application)\nimprove your skills in working with teammates from with diverse background (Academic and Research Skills)\ngain competence in allocating tasks among team members under time pressure (Academic and Research Skills)\ndevelop critical thinking and creativity in your approach to problem-solving (Broadening your Horizon)\ndevelop the critical thinking needed to analyze and evaluate complex organizational problems and make well-reasoned decisions (Broadening your Horizon)"", ""Course Content\nHere’s a couple simple questions: why do some organizations outperform others? Why do some organizations prosper and grow, while others in the same industry go out of business and die? It turns out that answering these questions is not so simple ... and has motivated decades of scholarly research on strategic management.\nThis course will explore the core theoretical perspectives in the research that has examined these questions. We begin from the premise that the organization’s strategy is its approach to achieving success in general, and competitive advantage in particular. We then examine four theoretical perspectives that unpack this premise in very different ways and come to very different conclusions about the role of the manager in formulating and executing an organizational strategy. Developing a critical understanding of these different perspectives is important not only for aspiring managers, but also for anyone who wants to be an informed consumer of the business press and an active participant in today’s fast-paced global economy."", ""Additional Information Teaching Methods\nLectures and tutorials."", ""Method of Assessment\nThe final grade will be composed of both individual (50%) and team-based (50%) components:\nIndividual components: quizzes, class participation and individual reflection paper\nTeam-based components: corporation analysis and living case studies"", ""Entry Requirements\nA basic understanding and acquaintance with the current world of business and economics (or a great passion and desire to understand and get acquainted) is expected of students in order to allow an in-depth discussion of the selected topics."", ""Literature\nWhittington, R. (2001). What is Strategy -- and does it matter? (2nd Edition) Hampshire, UK: Cengage Learning EMEA. ISBN: 978-1-86152-377-8.\nOther articles and readings will be posted on Canvas."", ""Additional Information Target Audience\nHonours Program students: the course can be followed by a broad audience, but requires an interest in business administration in general, and strategic management in particular."", ""Explanation Canvas\nCanvas will be used as the primary mode of communication outside the classroom.""]"
E_HP1_EGTC,Economics of Globalization: A Transaction Cost Perspective,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,SBE Honours Courses,,4.0,6,300,prof. dr. H.L.F. de Groot,Lecture,"Hide full list (6); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration; Philosophy, Politics and Economics","[""Course Objective\nAfter successfully completing this course, you will:\nbe familiar with the concept of transaction costs (Bridging Theory and Practice - Knowledge)\nbe able to show the relevance of transaction costs for understanding several of the empirical phenomena (Bridging Theory and Practice - Application)\nbe able to apply the insights in a paper on a topic of your own choice that links to the broad topic of transaction costs (Academic and Research Skills)\nwill be able to present your paper and contribute to discussion on the papers of others (Academic and Research Skills)"", ""Course Content\nGlobalization is an important source of welfare, but at the same time heavily contested in modern societies. This course elaborates on the costs and benefits of globalization introducing modern non-mainstream theories that at points challenge the traditional wisdom regarding the benefits of globalization and helps to understand the prevailing sentiments against globalization. We will heavily rely on insights from transaction cost theory which challenges the neglect in traditional neoclassical theory of transaction costs. The (oftentimes implicit) reliance in mainstream trade theory on frictionless trade is surprising for theories in which exchange is at the heart of the matter. This course aims to familiarize you with the concept of transaction costs and to show the relevance of transaction costs for understanding several of the empirical phenomena that are impossible to understand without relying on such costs.\nInsights are particularly relevant to appreciate current discussions on the impact of globalization on a small open economy such as the Netherlands. Think, for example, about recent discussions on reshoring and the impact of globalization on wage inequality and unemployment. The course will focus on four main areas of research in which transaction costs are dominant, viz. (i) international trade with a focus on the multiple dimensions of transaction costs distinguishing between transport costs, institutional costs and cultural costs of exchange, (ii) foreign direct investments with a focus on outsourcing and the organization of the firm in a globalizing world, (iii) industrial organization with a focus on the determinants of the boundaries of the firm, and (iv) networks with a focus on the role of social and regional networks, and on standards as institutionalized settings that facilitate exchange of goods, ideas, etc."", ""Additional Information Teaching Methods\nInteractive lectures."", ""Method of Assessment\nIndividual paper and presentation, and optional assignments."", ""Literature\nAn extensive reading list is made available at the start of the course."", ""Additional Information Target Audience\nSecond and third year participants in the honours program."", ""Custom Course Registration\nSBE rules and dates apply for this SBE HP course."", ""Recommended background knowledge\nBasic familiarity with the principles of economics and statistics.""]"
E_HP1_BC,Bubbles and Crashes,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,SBE Honours Courses,,5.0,6,300,dr. F.C. Corell,Lecture,"Hide full list (6); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration; Philosophy, Politics and Economics","[""Course Objective\nThe goal of the course is to introduce you to economic perspectives on financial asset bubbles and crashes (Bridging Theory and Practice - Knowledge & Application). Additional goals are the development of your discussion skills, presenting an writing in English, and critical thinking (Academic and Research Skills)."", ""Course Content\nThe history of financial markets is littered with asset price booms and subsequent busts. In this course, we will explore the underlying drivers of asset price bubbles, examining the psychological and economic factors that contribute to their formation. By analyzing historical and contemporary examples, we will identify common characteristics and patterns that all asset bubbles share. Additionally, the course will address the critical question of how policymakers can respond to these phenomena. We will evaluate various policy responses aimed at preventing, mitigating, and managing the impacts of bubbles and crashes on the economy."", ""Additional Information Teaching Methods\nThe course is structured as a combination of lectures and discussion sessions, for which students have to prepare in advance. In three group assignments, students will engage with historical crashes, policy measures that mitigate the effects of such crashes, and potential future bubbles and crashes. Additionally, three individual assignments will test students' learning progress throughout the course."", ""Method of Assessment\nThe final grade is calculated as a weighted average, with group assignments contributing 70% and individual assignments contributing 30% to the overall result."", ""Literature\nRelevant literature (links) is provided both in the reading list and as on-slide references."", ""Additional Information Target Audience\nThe intended audience is second and third-year students of Economics and Business Economics, (International) Business Administration, Econometrics or PPE."", ""Custom Course Registration\nSBE rules and dates apply for this SBE HP course. Registration via VU.nl"", ""Recommended background knowledge\nRudimentary knowledge of Finance is recommended, for example, having followed Finance I.""]"
E_BACH_INTS,Bachelor's Internship (0 EC),Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Additional 0 ECTS Internship,,,0,300,N.B. Broekman MSc,,Hide full list (5); Business Administration; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration,"[""Course Objective\nAn internship is an excellent way to apply the knowledge and academic skills that students acquire during their studies. For this reason, it is highly recommended. The primary learning objective of internships is to become familiar with professional and market-related skills in a real and new organisational environment. With the job market becoming increasingly competitive, gaining relevant experience provides students with a strong start to their professional careers. The ‘not-for-credit’ (0 ECT) internship course is available to all SBE programmes. Students can undertake an internship alongside their studies or after completing all their courses. The internship will be recorded on the student’s diploma supplement. If you are interested in other types of internships, such as a minor internship, thesis internship, or extracurricular internship, you can find detailed information in the Bachelor internship manual or watch the video Internships at SBE."", ""Course Content\nn.a."", ""Additional Information Teaching Methods\nCareer Services (internships.sbe@vu.nl) will function as the SBE supervisor for the 0-ECT internships. Students who take the ‘not for credit’ internship need to fulfil the following requirements (see also the detailed Bachelor internship manuals):\nWatch the following video about how to register for the internship and the Canvas page: 0-ECT internship video\nBefore you can start the internship, you need to complete the following two steps:\n1. Fill out the internship proposal on Canvas no later than two weeks before the start. The main purpose of the internship proposal is a description of what the student intends to learn during the internship. The proposal includes the following elements:\nA description of the organization and the department where the internship is located (for instance, sector, age of the organization, number of employees, etc.);\nA description of the internships tasks and responsibilities;\nPersonal learning objectives: what do you intend to learn from this internship?\nA description of why the internship is relevant for your study program.\n2. After the approval of the proposal by the SBE supervisor from Career Services, the internship agreement has to be signed by three parties: Fill in the blanks in the internship agreement, sign the agreement yourself and make sure it is signed by the representative of the organization providing the internship. Upload the signed agreement on Canvas, two weeks before the start of your internship. Your SBE supervisor will be the last person to sign the agreement and send you a signed copy of the document.\nTo make sure you successfully complete the internship, you need to do the following two steps:\n1. Two weeks before completion of the internship, the reflection report (max. 5 A4) should be submitted in Canvas. The main purpose of the internship report is a description of what the student has learned during the internship. The report includes the following elements:\na description of the internship (i.e. goal, activities, results);\na personal reflection on the internship (i.e., the supervision by the organization providing the internship, the working atmosphere, comparison of expectations and realizations, etc.);\nreflection on the personal learning objectives;\nadvice would you give to students that are currently looking for an internship;\nadvice would you give to students who are interested in a similar position.\n2. Together with the internship report, please submit the evaluation from your company supervisor in Canvas. Based on the reflection report and the evaluation of the company supervisor, the SBE supervisor checks whether the student has met the requirements and subsequently sends a confirmation to the study administration."", ""Method of Assessment\nn.a."", ""Custom Course Registration\nTo register for the 0-ECT internship, please watch 0-ECT internship video. The internship proposal and the internship agreement should be submitted a minimum two weeks before the start of the internship in Canvas. The internship agreement should include all the required signatures. Career Services will function as the SBE supervisor for the 0-ECT internship. After the internship proposal has been approved and the internship agreement is signed by the student, SBE supervisor and the company, the student can start the internship. For more information see the Bachelor internship manual.\nFor questions you can also send an e-mail to internships.sbe@vu.nl or join one of the Internship Advice sessions or Internship Q&A's with Career Services. Career Services can also help prepare for an internship, for instance when it comes to writing a good resume and application letter, or answer questions about internships. For more information, click here.""]"
E_EBE2_ACC2,Accounting II,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Additional courses for admission to one of the SBE Master programmes,,1.0,6,200,dr. D. Detzen,"Response class, Study Group, Lecture",Hide full list (3); Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics,"[""Course Objective\nThis course focuses on the use and analysis of accounting information. It conveys knowledge and skills about how specific financial and management accounting methods and techniques are used in practice, and how this information is used in decision-making processes both within and outside corporations.\nSpecifically, after completing the course, you are able to:\nuse a commonly applied framework for analyzing and valuing companies (Bridging theory and practice – knowledge; Bridging theory and practice – application),\nexplain much-used methods and techniques for decision-making, planning and control. You will apply this knowledge on the basis of case assignments and relevant examples (Bridging theory and practice – knowledge; Bridging theory and practice – application),\ncritically assess specific accounting information, particularly about the functioning of an organization and parts thereof, and the role that this information plays in decision-making and management of companies (Broadening your horizon; Academic and Research skills)."", ""Course Content\nThe knowledge that you gained in the first year of the BSc Economics and Business Economics, specifically Accounting I, will be broadened and deepened. While Accounting I introduced you to specific methods and techniques in accounting from a preparer’s perspective, Accounting II takes the perspective of a user of accounting information. After completing this course, you will thus be able to critically analyze and interpret accounting information.\nIn accounting, one can broadly distinguish financial and management accounting. In financial accounting, the course emphasizes the perspective of financial statement analysis. This means that there will be a focus on financial statements, particularly how the different choices and decisions that are made when preparing these statements, and methods and techniques to analyze these choices. Such financial statement analysis entails:\nidentifying and analyzing an organization’s strategy;\nanalyzing an organization’s financial accounting information;\nconducting financial analysis;\nconducting prospective analysis.\nIn management accounting, the course reviews the most important methods and techniques in this area, such as cost allocation, the analysis of cost behavior for decision-making, budgeting, variance analysis, transfer pricing and performance measurement. This course makes intensive use of cases to practice and apply course contents. Accordingly, the course covers the following aspects:\njob-costing and process-costing systems and the relevant issues surrounding these systems;\nthe most important methods and techniques in the area of cost allocation and their applications;\nanalysis of cost and revenue behavior;\nidentification of relevant information for different decision-making purposes;\nthe most important methods and techniques in the area of budgeting and their applications;\nanalysis and interpretation of variances;\nthe most important methods in the area of transfer pricing;\nthe most important principles behind methods and techniques in the area of performance measurement.\nAccounting II builds on the knowledge gained in Accounting I, so it is highly recommended to have completed that course before taking Accounting II."", ""Additional Information Teaching Methods\nLectures and Tutorials"", ""Method of Assessment\nCase assignments – Group assessment\nWritten exam – Individual assessment"", ""Literature\nFinancial Accounting (recommended):\nPalepu, K.G., P.M. Healy, and E. Peek (2025), Business Analysis and Valuation: An International Perspective, 6th edition, Andover: Cengage Learning.\nManagement Accounting (required):\nBhimani, A., C.T. Horngren, S.M. Datar, and M. Rajan (2023), Management and Cost Accounting, 8th edition, Amsterdam: Person Higher Education."", ""Recommended background knowledge\nAccounting I""]"
E_IBA2_BIS,Business Information Systems,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Additional courses for admission to one of the SBE Master programmes,,1.0,6,200,dr. E. Kommol,"Computer lab, Study Group, Lecture",Hide full list (4); Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; International Business Administration,"[""Course Objective\nACADEMIC AND RESEARCH SKILLS\nAfter successfully completing this course, the student:\nis able to put forward well-founded, substantiated points of view in written format (Argumentation). In particular, students will be required to use proper referencing and logical argumentation in the development of their assignments.\nBRIDGING THEORY AND PRACTICE-KNOWLEDGE:\nDemonstrates theoretical and empirical knowledge concerning the relevant areas in international business administration. After successfully completing this course, the student:\nCan explain the basic theories, models and concepts of the technological and organizational aspects of information systems and digital innovation\nBRIDGING THEORY AND PRACTICE-APPLICATION:\nCan propose a solution to an international real-life business problem by applying relevant theories and methodologies. After successfully completing this course, the student:\nIs able to provide practical solutions to a (real-life) case by applying theory about the technological and organizational aspects of information systems and digital innovation in specific practice situations\nSOCIAL SKILLS\nAfter successfully completing this course, the student:\nIs able to present (both orally and in writing) on technological and organizational aspects of information systems and digital innovation in specific practice situations\nCan work well in a team and reflect on his/her own role in the team"", ""Course Content\nBusiness Information Systems (BIS) is an introductory course on the role of Information Systems (IS) in organizations. Worldwide, IS are prominently present in organizations and information is a crucial resource for an organization’s survival. BIS focuses on how IS help in managing information resources and on how organizations can benefit from these IS. In the course, we cover various topics, starting from digital innovation. Some have a more managerial focus, such as IS strategy, structure, and culture, while others have a more technical focus, such as the basics of programming and databases, recent technological developments, and security. We take an international perspective on these topics and pay extra attention to outsourcing, offshoring, and how cultures differ with regard to IT and IS adoption and use."", ""Additional Information Teaching Methods\nLectures\nTutorials"", ""Method of Assessment\nWritten exam\nPractical assignments - group assessment"", ""Entry Requirements\nThe course does not have mandatory entry requirements."", ""Literature\nTitle: Information Systems Today: Managing in the Digital World / Author: Valacich, S. J., Schneider, C., & Hashim, M. (2023) / Edition: 9/e, Global Edition / ISBN: Harlow, UK: Pearson Education Ltd. ISBN: 978-1-292-43811-5"", ""Recommended background knowledge\nWe will refer back to concepts learned in Business Processes, People in Business and Society, Organization Theory, Global Supply Chain Management, Cross-Cultural Marketing, and Economics for the Global Era and how these relate to Information Systems.""]"
E_MUM_IDI,Introduction to Digital Innovation,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Additional courses for admission to one of the SBE Master programmes,,1.0,6,200,dr. J. van Angeren,"Study Group, Lecture","Hide full list (46); Ancient Studies; Archaeology; Artificial Intelligence; Biology; Biomedical Sciences; Business Analytics; Chemistry; Communication Science; Communication and Information Studies; Computer Science; Creative Technology; Criminology; Cultural Anthropology and Development Sociology; Earth Sciences; Earth Sciences, Economics and Sustainability; Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics; Greek and Latin Languages and Cultures; Health Sciences; Health and Life Sciences; History; Human Movement Sciences; Information Sciences; Law; Law in Society; Literature and Society; Mathematics; Mechanical Engineering; Media, Art, Design and Architecture; Medical Natural Sciences; Pedagogical Sciences; Pharmaceutical Sciences; Philosophy; Physics and Astronomy; Political Science; Psychology; Public Administration and Organization Science; Science, Business & Innovation; Sociology; Theology and Religious Studies","[""Course Objective\nACADEMIC SKILLS:\nDevelop the ability to understand and critically examine theories and concepts relating to digital innovation, in order to:\nUnderstand and examine theories and concepts relating to digital innovation;\nexamine the relationship between technological development and digital innovation;\nreflect on the implications of digital innovation across different levels.\nKNOWLEDGE:\nDevelop a fundamental understanding of the domain of digital innovation, and the main trends and issues that permeate it. More specifically, students will gain knowledge concerning the following:\nUnderstand what digital innovation is, what different types of digital innovation exist, what the fundamental characteristics of digital innovation are, and how digital innovation relates to novel technological developments (e.g., artificial intelligence, blockchain, internet of things, metaverses);\ndescribe the architecture of digital innovation and its fundamental building blocks;\nexplain the impact of digital innovation on work, organizations, markets, and society.\nBRIDGING THEORY AND PRACTICE:\nDevelop the ability to use the elementary characteristics and theories of digital innovation to explain the fast-paced digital transformation of organizations and industries. Specifically:\napply theoretical knowledge about digital innovation to a real-life case\nconceive of and develop prototypes for digital tools.\nSOCIAL SKILLS:\nStudents gain the following social and collaborate skills:\nAbility to work in a multidisciplinary teams on a real-life business case;\npresent project results orally and in writing.\nSELF-AWARENESS\nIn terms of self-awareness, students gain the following skills:\nTake responsibility for their own learning;\nopen up to and deal with feedback from others."", ""Course Content\nThis course introduces students to the domain of digital innovation. Digital innovation can refer to innovations in technology (i.e., the development of new technologies), innovations applying technology (i.e., the development of new products, services, processes, or business models facilitated by digital technologies), and innovation with technology (i.e., the changing innovation process). We focus on developing a comprehensive, interdisciplinary understanding of digital innovation. We define digital innovation and related terms, conceptualize the main drivers of digital innovation (i.e., digital technology), and discuss digital innovation’s distinct characteristics. We pay special attention to the sociotechnical nature of digital innovation, by emphasizing the importance of the context within which digital innovations are set and used. The course also focuses on developing a better understanding of the typical architecture of digital innovation. After discussing business model innovations as a special, prevalent case and/or consequence of digital innovation, the last part of the course focuses on the implications of digital innovation for work, organizations, the structure of markets and industries, and society.\nStudents will put their newly acquired knowledge of digital innovation into practice. In teams, they will be working on a real-life business case. They will develop a minimal viable product (MVP) that addresses the case at hand. The assignment will simulate the process of a typical digital consultancy assignment. Student teams will pitch their digital solutions to a designated jury of experts during a dedicated session at the end of the course."", ""Additional Information Teaching Methods\nLectures\nCase tutorials"", ""Method of Assessment\nFinal exam - Individual assessment\nCase assignment - Group assessment"", ""Literature\nThe readings for this course consist of academic- and practitioner-oriented research papers. The (links to) required readings will be made available via Canvas."", ""Additional Information Target Audience\nThis course is the introductory module to the minor on Managing Digital Innovation. The course is also open to students from outside of this minor, with the exception of students in International Business Administration and Bedrijfskunde at Vrije Universiteit Amsterdam.""]"
E_EBE2_FINA2,Finance II,Econometrics and Operations Research,School of Business and Economics,https://studiegids.vu.nl/en/Bachelor/2025-2026/econometrics-and-operations-research,Additional courses for admission to one of the SBE Master programmes,,2.0,6,200,dr. M.A. Dijkstra,"Study Group, Lecture",Hide full list (3); Econometrics and Data Science; Econometrics and Operations Research; Economics and Business Economics,"[""Course Objective\nIn this course you will learn about financial risk, asset pricing and risk management.\nIn the first part of the course, the central concept is the relationship between risk and return of financial assets. The goal is to gain insights into the risks associated with financial portfolios and investments and to be able to calculate/estimate such risks. Furthermore, another goal is to learn how to benefit from diversification possibilities. Finally, you will also learn how to compute expected returns on investments and the cost of capital on the basis of the Capital Asset Pricing Model and multifactor models. (Academic and Research Skills, Bridging Theory and Practice - Application)\nIn the second part of the course, the goal is to gain deeper insight into risk management by analyzing Value-at-Risk, duration-based strategies and risk management based off derivatives such as futures and forwards. (Academic and Research Skills, Bridging Theory and Practice - Application). By accomplishing these learning goals, you will gain new academic and research skills and develop your professional knowledge in the area of financial risk and risk management.\nYou will apply these theoretical concepts into practice by focusing on the creation of portfolios and investments using real-world data.(Bridging theory and practice - Application)"", ""Course Content\nCentral topics that will be discussed are:\ntrade-off between risk and return;\nestimation of average return and volatility;\nconcepts of covariance and correlation and their estimation;\nrisk and return of portfolios;\ndiversification;\nconcept of efficient portfolios;\nCAPM and multifactor models;\nCost of capital\nValue-at-Risk\ncharacteristics and pricing of futures and forwards;\nuse of forwards and futures in risk hedging;\nprinciple of no arbitrage;\ninterest rate risk\nduration"", ""Additional Information Teaching Methods\nKnowledge clips, lectures, tutorials and Q&A-sessions."", ""Method of Assessment\nWritten exam, data-based assignment, and weekly Canvas quizzes."", ""Entry Requirements\nThe course builds on concepts discussed in Finance I and uses methods that students have learned in Research Methods courses."", ""Literature\nBerk, J. and P. DeMarzo (2023), Corporate Finance, Pearson,6th Global Edition.\nLecture and tutorial materials (slides, papers)"", ""Explanation Canvas\nThere will be weekly quizzes on Canvas that are relevant to the final grade."", ""Recommended background knowledge\nThe course builds on concepts discussed in Finance I and uses methods that students have learned in Research Methods courses.""]"
